Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
27,"Mar 27, 2017 14:41:12",6.187,1.062,5.125,False,0,0,0
27,"Mar 27, 2017 14:42:13",6.187,1.062,5.125,False,0,0,0
27,"Mar 27, 2017 14:43:12",6.125,1.062,5.063,False,0,0,0
27,"Mar 27, 2017 14:44:12",6.125,1.062,5.063,False,0,0,0
27,"Mar 27, 2017 14:45:12",6.062,1.125,4.937,False,0,0,0
27,"Mar 27, 2017 14:46:12",6.125,1.125,5.0,False,0,0,0
27,"Mar 27, 2017 14:47:12",6.062,1.062,5.0,False,0,0,0
27,"Mar 27, 2017 14:48:12",6.062,1.062,5.0,False,0,0,0
27,"Mar 27, 2017 14:49:12",6.0,1.125,4.875,False,0,0,0
27,"Mar 27, 2017 14:50:12",6.0,1.062,4.938,False,0,0,0
27,"Mar 27, 2017 14:51:13",5.937,1.125,4.812,False,0,0,0
27,"Mar 27, 2017 14:52:13",5.875,1.125,4.75,False,0,0,0
27,"Mar 27, 2017 14:53:13",5.875,1.125,4.75,False,0,0,0
27,"Mar 27, 2017 14:54:13",5.812,1.125,4.687,False,0,0,0
27,"Mar 27, 2017 14:55:13",5.812,1.125,4.687,False,0,0,0
27,"Mar 27, 2017 14:56:13",5.75,1.125,4.625,False,0,0,0
27,"Mar 27, 2017 14:57:13",5.75,1.187,4.563,False,0,0,0
27,"Mar 27, 2017 14:58:13",5.687,1.187,4.5,False,0,0,0
27,"Mar 27, 2017 14:59:13",5.687,1.187,4.5,False,0,0,0
27,"Mar 27, 2017 15:00:13",5.687,1.25,4.437,False,0,0,0
27,"Mar 27, 2017 15:01:13",5.625,1.25,4.375,False,0,0,0
27,"Mar 27, 2017 15:02:13",5.625,1.25,4.375,False,0,0,0
27,"Mar 27, 2017 15:03:13",5.625,1.312,4.313,False,0,0,0
27,"Mar 27, 2017 15:04:13",5.625,1.312,4.313,False,0,0,0
27,"Mar 27, 2017 15:05:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:06:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:07:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:08:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:09:13",5.5,1.25,4.25,False,0,0,0
27,"Mar 27, 2017 15:10:13",5.562,1.25,4.312,False,0,0,0
27,"Mar 27, 2017 15:11:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:12:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:13:13",5.5,1.312,4.188,False,0,0,0
27,"Mar 27, 2017 15:14:13",5.5,1.312,4.188,False,0,0,0
27,"Mar 27, 2017 15:15:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:16:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:17:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:18:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:19:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:20:13",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:21:14",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:22:14",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:23:14",5.625,1.312,4.313,False,0,0,0
27,"Mar 27, 2017 15:24:14",5.687,1.312,4.375,False,0,0,0
27,"Mar 27, 2017 15:25:14",5.687,1.312,4.375,False,0,0,0
27,"Mar 27, 2017 15:26:14",5.687,1.312,4.375,False,0,0,0
27,"Mar 27, 2017 15:27:14",5.75,1.375,4.375,False,0,0,0
27,"Mar 27, 2017 15:28:14",5.75,1.312,4.438,False,0,0,0
27,"Mar 27, 2017 15:29:14",5.75,1.375,4.375,False,0,0,0
27,"Mar 27, 2017 15:30:14",5.75,1.375,4.375,False,0,0,0
27,"Mar 27, 2017 15:31:14",5.687,1.375,4.312,False,0,0,0
27,"Mar 27, 2017 15:32:14",5.687,1.375,4.312,False,0,0,0
27,"Mar 27, 2017 15:33:14",5.625,1.375,4.25,False,0,0,0
27,"Mar 27, 2017 15:34:14",5.562,1.312,4.25,False,0,0,0
27,"Mar 27, 2017 15:35:14",5.5,1.375,4.125,False,0,0,0
27,"Mar 27, 2017 15:36:14",5.437,1.375,4.062,False,0,0,0
27,"Mar 27, 2017 15:37:14",5.375,1.375,4.0,False,0,0,0
27,"Mar 27, 2017 15:38:14",5.312,1.375,3.937,False,0,0,0
